text,title,artist
怖い もの なんて ない 僕ら は もう 一 人 じゃ ない,RPG,SEKAI NO OWARI
大切 な 何 か が 壊れ た あの 夜 に,RPG,SEKAI NO OWARI
僕 は 星 を 探し て 一 人 で 歩い て い た,RPG,SEKAI NO OWARI
ペルセウス 座 流星 群 君 も 見 て た だろ う か,RPG,SEKAI NO OWARI
僕 は 元気 で やっ てる よ 君 は 今 「 ドコ 」 に いる の ？,RPG,SEKAI NO OWARI
「 方法 」 という 悪魔 にとり 憑かれ ない で,RPG,SEKAI NO OWARI
「 目的 」 という 大事 な もの を 思い出し て,RPG,SEKAI NO OWARI
空 は 青く 澄み渡り 海 を 目指し て 歩く,RPG,SEKAI NO OWARI
怖い もの なんて ない 僕ら は もう 一 人 じゃ ない,RPG,SEKAI NO OWARI
空 は 青く 澄み渡り 海 を 目指し て 歩く,RPG,SEKAI NO OWARI
怖く て も 大丈夫 僕ら は もう 一 人 じゃ ない,RPG,SEKAI NO OWARI
大切 な 何 か が 壊れ た あの 夜 に,RPG,SEKAI NO OWARI
僕 は 君 を 探し て 一 人 で 歩い て い た,RPG,SEKAI NO OWARI
あの 日 から 僕ら は 一 人 で 海 を 目指す,RPG,SEKAI NO OWARI
「 約束 の あの 場所 で 必ず また 逢お う 。 」 と,RPG,SEKAI NO OWARI
「 世間 」 という 悪魔 に 惑わさ れ ない で,RPG,SEKAI NO OWARI
自分 だけ が 決め た 「 答 」 を 思い出し て,RPG,SEKAI NO OWARI
空 は 青く 澄み渡り 海 を 目指し て 歩く,RPG,SEKAI NO OWARI
怖い もの なんて ない 僕ら は もう 一 人 じゃ ない,RPG,SEKAI NO OWARI
空 は 青く 澄み渡り 海 を 目指し て 歩く,RPG,SEKAI NO OWARI
怖く て も 大丈夫 僕ら は もう 一 人 じゃ ない,RPG,SEKAI NO OWARI
“ 煌めき ” の よう な 人生 の 中 で,RPG,SEKAI NO OWARI
君 に 出逢え て 僕 は 本当に よかっ た,RPG,SEKAI NO OWARI
街 を 抜け 海 に 出 たら 次 は どこ を 目指そ う か,RPG,SEKAI NO OWARI
僕ら は また 出かけよ う 愛しい この 地球 ( せ かい ) を,RPG,SEKAI NO OWARI
空 は 青く 澄み渡り 海 を 目指し て 歩く,RPG,SEKAI NO OWARI
怖い もの なんて ない 僕ら は もう 一 人 じゃ ない,RPG,SEKAI NO OWARI
空 は 青く 澄み渡り 海 を 目指し て 歩く,RPG,SEKAI NO OWARI
怖く て も 大丈夫 僕ら は もう 一 人 じゃ ない,RPG,SEKAI NO OWARI
今宵 は 百 万 年 に 一 度 太陽 が 沈ん で 夜 が 訪れる 日,Dragon Night,SEKAI NO OWARI
終わり の 来 ない よう な 戦い も 今宵 は 休戦 し て 祝杯 を あげる,Dragon Night,SEKAI NO OWARI
人 は それぞれ 「 正義 」 が あっ て 、 争い 合う の は 仕方 ない の かも 知れ ない,Dragon Night,SEKAI NO OWARI
だけど 僕 の 嫌い な 「 彼 」 も 彼 なり の 理由 が ある と おもう ん だ,Dragon Night,SEKAI NO OWARI
ドラゴン ナイト 今宵 、 僕 たち は 友達 の よう に 歌う だろ う,Dragon Night,SEKAI NO OWARI
ムーンライト 、 スターリースカイ 、 ファイアー バード,Dragon Night,SEKAI NO OWARI
今宵 、 僕 たち は 友達 の よう に 踊る ん だ,Dragon Night,SEKAI NO OWARI
今宵 は 百 万 年 に 一 度 太陽 が 夜 に 遊び に 訪れる 日,Dragon Night,SEKAI NO OWARI
終わり の 来 ない よう な 戦い も 今宵 は 休戦 の 証 の 炎 を ともす,Dragon Night,SEKAI NO OWARI
人 は それぞれ 「 正義 」 が あっ て 、 争い 合う の は 仕方 ない の かも 知れ ない,Dragon Night,SEKAI NO OWARI
だけど 僕 の 「 正義 」 が きっと 彼 を 傷付け て い た ん だ ね,Dragon Night,SEKAI NO OWARI
ドラゴン ナイト 今宵 、 僕 たち は 友達 の よう に 歌う だろ う,Dragon Night,SEKAI NO OWARI
コングラッチュレイション 、 グラッチュレイション 、 グラッチュレイション,Dragon Night,SEKAI NO OWARI
今宵 、 僕 たち の 戦い は 「 終わる 」 ん だ,Dragon Night,SEKAI NO OWARI
ドラゴン ナイト 今宵 、 僕 たち は 友達 の よう に 歌う だろ う,Dragon Night,SEKAI NO OWARI
ムーンライト 、 スターリースカイ 、 ファイアー バード,Dragon Night,SEKAI NO OWARI
今宵 、 僕 たち は 友達 の よう に 踊る ん だ,Dragon Night,SEKAI NO OWARI
ドア の 閉まる 音 カレンダー の 印,サザンカ,SEKAI NO OWARI
部屋 から 聞こえる 君 の 泣き声,サザンカ,SEKAI NO OWARI
逃げる 事 の 方 が 怖い と 君 は 夢 を 追い 続け て き た,サザンカ,SEKAI NO OWARI
努力 が 報わ れ ず 不安 に なっ て,サザンカ,SEKAI NO OWARI
珍しく 僕 に 当たっ たり し て,サザンカ,SEKAI NO OWARI
ここ で 諦め たら 今 まで の 自分 が 可哀想 だ と,サザンカ,SEKAI NO OWARI
君 は 泣い た,サザンカ,SEKAI NO OWARI
夢 を 追う 君 へ,サザンカ,SEKAI NO OWARI
思い出し て つまずい た なら,サザンカ,SEKAI NO OWARI
いつ だって 物語 の 主人公 は 笑わ れる 方 だ,サザンカ,SEKAI NO OWARI
人 を 笑う 方 じゃ ない と 僕 は 思う ん だ よ,サザンカ,SEKAI NO OWARI
誰 より も 転ん で 誰 より も 泣い て,サザンカ,SEKAI NO OWARI
誰 より も 君 は 立ち上がっ て き た,サザンカ,SEKAI NO OWARI
僕 は 知っ てる よ,サザンカ,SEKAI NO OWARI
誰 より も 君 が 一番 輝い てる 瞬間 を,サザンカ,SEKAI NO OWARI
夢 を 追う 君 へ,サザンカ,SEKAI NO OWARI
思い出し て くじけ そう なら,サザンカ,SEKAI NO OWARI
いつ だって 物語 の 主人公 が 立ち上がる 限り,サザンカ,SEKAI NO OWARI
物語 は 続く ん だ,サザンカ,SEKAI NO OWARI
嬉しい のに 涙 が 溢れる の は,サザンカ,SEKAI NO OWARI
君 が 歩ん で き た 道のり を 知っ て いる から,サザンカ,SEKAI NO OWARI
夢 を 追う 君 へ,サザンカ,SEKAI NO OWARI
思い出し て つまずい た なら,サザンカ,SEKAI NO OWARI
いつ だって 物語 の 主人公 は 笑わ れる 方 だ,サザンカ,SEKAI NO OWARI
人 を 笑う 方 じゃ ない,サザンカ,SEKAI NO OWARI
君 なら きっと,サザンカ,SEKAI NO OWARI
君 た ちっ たら 何でもかんでも,Habit,SEKAI NO OWARI
分類 、 区別 、 ジャンル 分け し た がる,Habit,SEKAI NO OWARI
ヒト は なぜ か 分類 し た がる 習性 が ある とか ない とか,Habit,SEKAI NO OWARI
この 世の中 2 種類 の 人間 が いる とか 言う 君たち が 標的,Habit,SEKAI NO OWARI
持っ てる ヤツ と モテ ない やつ とか,Habit,SEKAI NO OWARI
ちゃんと やる ヤツ と ヤッ て ない ヤツ とか,Habit,SEKAI NO OWARI
隠 キャ 陽 キャ ？,Habit,SEKAI NO OWARI
君 ら は 分類 し ない と どうにも 落ち着か ない,Habit,SEKAI NO OWARI
気付か ない 本能 の 外側 を,Habit,SEKAI NO OWARI
覗い て いか ない ？ 気分 が 乗ら ない ？,Habit,SEKAI NO OWARI
つまり それ は そんな シンプル じゃ ない,Habit,SEKAI NO OWARI
もっと 曖昧 で 繊細 で 不明瞭 な ナニカ,Habit,SEKAI NO OWARI
例えば 持っ てる の に 出せ ない ヤツ,Habit,SEKAI NO OWARI
やっ てる のに イケ ない ヤツ,Habit,SEKAI NO OWARI
持っ てる の に 悟っ た ふり し て,Habit,SEKAI NO OWARI
スカ し てる うち に 不安 に なっ ちゃっ たり する ヤツ,Habit,SEKAI NO OWARI
所詮 アンタ は ギフテッド,Habit,SEKAI NO OWARI
アタシ は 普通 の 主婦 です と,Habit,SEKAI NO OWARI
それ は 良い でしょ う ？ 素晴らしい でしょ う ？,Habit,SEKAI NO OWARI
不可能 の 証明 の 完成 な ん じゃ ない ？,Habit,SEKAI NO OWARI
夢 を 持て なんて 言っ て ない,Habit,SEKAI NO OWARI
そんな 無責任 に なり は し ない,Habit,SEKAI NO OWARI
ただ その 習性 に 喰わ れ ない で,Habit,SEKAI NO OWARI
そんな Habit 捨てる 度 見え て くる 君 の 価値,Habit,SEKAI NO OWARI
俺 たち だって 動物,Habit,SEKAI NO OWARI
こ ー ゆ ー の って 好物,Habit,SEKAI NO OWARI
ここ まで 言わ れ たら どう ？,Habit,SEKAI NO OWARI
普通 腹 の 底 から こう ふつふつ と,Habit,SEKAI NO OWARI
俺 たち だって 動物,Habit,SEKAI NO OWARI
故に 持ち 得る Original な 習性,Habit,SEKAI NO OWARI
自分 で 自分 を 分類 する な よ,Habit,SEKAI NO OWARI
壊し て 見せろ よ その Bad Habit,Habit,SEKAI NO OWARI
大人 の 俺 が 言っ ちゃ いけ ない 事 言っ ちゃう けど,Habit,SEKAI NO OWARI
説教 する って ぶっ ちゃ け 快楽,Habit,SEKAI NO OWARI
酒 の 肴 に すりゃ もう 傑作,Habit,SEKAI NO OWARI
で もっ て 君 も 進む キッカケ に なりゃ,Habit,SEKAI NO OWARI
そりゃ それ で Win - Win じゃん ？,Habit,SEKAI NO OWARI
こりゃ これ で 残念 じゃん,Habit,SEKAI NO OWARI
そもそも それ って 君 次第 だ し,Habit,SEKAI NO OWARI
その後 なんか 俺 興味 ない わけ,Habit,SEKAI NO OWARI
この 先君 は どう し たい ？,Habit,SEKAI NO OWARI
って ヒト に 問わ れる 事 自体,Habit,SEKAI NO OWARI
終わり じゃ ない と 信じ たい けど,Habit,SEKAI NO OWARI
そ ー じゃ なきゃ かなり 非常 事態,Habit,SEKAI NO OWARI
君たち が その 分類 さ れ た,Habit,SEKAI NO OWARI
普通 の 箱 で 燻っ てる から さ,Habit,SEKAI NO OWARI
俺 は 人生 イージーモード,Habit,SEKAI NO OWARI
ずっと そこ で 眠っ て て アラサー,Habit,SEKAI NO OWARI
俺 は そもそも スペック が 低い,Habit,SEKAI NO OWARI
だから 足掻い て 足 宛 い て 醜く 吠え た,Habit,SEKAI NO OWARI
俺 の あの 頃 を 分類 し たら,Habit,SEKAI NO OWARI
誰 の 目 から 見 て も 明らか,Habit,SEKAI NO OWARI
すぐ 世の中 、 金 だ とか 、 愛 だ とか 、 運 だ とか 、 縁 だ と か,Habit,SEKAI NO OWARI
なぜ 2 文字 で 片付け ちゃう の,Habit,SEKAI NO OWARI
俺 たち は もっと 曖昧 で,Habit,SEKAI NO OWARI
複雑 で 不明瞭 な ナニカ,Habit,SEKAI NO OWARI
悟っ た ふり し て 驕る な よ,Habit,SEKAI NO OWARI
君 に 君 を 分類 する 能力 なんて ない,Habit,SEKAI NO OWARI
俺 たち だって 動物,Habit,SEKAI NO OWARI
こ ー ゆ ー の って 好物,Habit,SEKAI NO OWARI
ここ まで 言わ れ たら どう ？,Habit,SEKAI NO OWARI
普通 腹 の 底 から こう ふつふつ と,Habit,SEKAI NO OWARI
俺 たち だって 動物,Habit,SEKAI NO OWARI
故に 持ち 得る Original な 習性,Habit,SEKAI NO OWARI
自分 で 自分 を 分類 する な よ,Habit,SEKAI NO OWARI
壊し て 見せろ よ その Bad Habit,Habit,SEKAI NO OWARI
俺 たち だって 動物,Habit,SEKAI NO OWARI
こ ー ゆ ー の って 好物,Habit,SEKAI NO OWARI
ここ まで 言わ れ たら どう ？,Habit,SEKAI NO OWARI
普通 腹 の 底 から こう ふつふつ と,Habit,SEKAI NO OWARI
俺 たち だって 動物,Habit,SEKAI NO OWARI
故に 持ち 得る Original な 習性,Habit,SEKAI NO OWARI
自分 で 自分 を 分類 する な よ,Habit,SEKAI NO OWARI
壊し て 見せろ よ その Bad Habit,Habit,SEKAI NO OWARI
サボり 方 とか 甘え 方 とか 逃げ 方 とか 言い訳 の し 方 とか,のびしろ,Creepy Nuts
やっと 覚え て 来 た 身 に つけ て 来 た 柔らかい 頭,のびしろ,Creepy Nuts
カッコ の つけ 方 調子 の こき 方 腹 の 据え 方 良い 年 の こき 方,のびしろ,Creepy Nuts
脂 乗り に 乗っ た 濁っ た 目 し た だらし ない 身体,のびしろ,Creepy Nuts
嫌わ れ 方 や 慕わ れ 方 や 叱り 方 とか 綺麗 な ぶつかり 方,のびしろ,Creepy Nuts
もっと 覚え たい 事 が 山 の よう に ある … の びしろしか 無い わ,のびしろ,Creepy Nuts
俺 ら まだ の びしろしかないわ,のびしろ,Creepy Nuts
悪者 扱い し て 来 た 街 で,のびしろ,Creepy Nuts
悪者 扱い し て 来 た オトナ へ,のびしろ,Creepy Nuts
変わり ゆく 俺 、 鏡 の 中 へ,のびしろ,Creepy Nuts
尋ね て も 答え なら yeah yeah yeah,のびしろ,Creepy Nuts
去る 者 追わ ない 引く とこ 引い て,のびしろ,Creepy Nuts
丸く 収め たり 軽く いなし て,のびしろ,Creepy Nuts
鏡 の 中 で わろ てる お前,のびしろ,Creepy Nuts
括れ やし なかっ た わ 。 たった の 三 文字 で,のびしろ,Creepy Nuts
日々 重く なる 足取り で,のびしろ,Creepy Nuts
自分 の 歩幅 で 闊歩 し てる,のびしろ,Creepy Nuts
カマ す とこ カマ す,のびしろ,Creepy Nuts
まかす とこ まかす,のびしろ,Creepy Nuts
割 と 適当 な 段取り で,のびしろ,Creepy Nuts
やっと 分かっ て 来 た かも,のびしろ,Creepy Nuts
この ポンコツ の 操縦 の 仕方 を,のびしろ,Creepy Nuts
19 の 時 の 「 ついに 来 た か … 」 より,のびしろ,Creepy Nuts
もっと 清々しい 気持ち,のびしろ,Creepy Nuts
隅田川 に かかる,のびしろ,Creepy Nuts
勝鬨橋 を 渡る,のびしろ,Creepy Nuts
左手 に スカイ ツリー,のびしろ,Creepy Nuts
右手 に 東京 タワー,のびしろ,Creepy Nuts
俺 は その 真ん中,のびしろ,Creepy Nuts
サボり 方 とか 甘え 方 とか 逃げ 方 とか 言い訳 の し 方 とか,のびしろ,Creepy Nuts
やっと 覚え て 来 た 身 に つけ て 来 た 柔らかい 頭,のびしろ,Creepy Nuts
カッコ の つけ 方 調子 の こき 方 腹 の 据え 方 良い 年 の こき 方,のびしろ,Creepy Nuts
脂 乗り に 乗っ た 濁っ た 目 し た だらし ない 身体,のびしろ,Creepy Nuts
幸せ の 体感 速度 は 早く なる ばかり,のびしろ,Creepy Nuts
傷 が 癒え て いく 速度 は 遅く なる ばかり,のびしろ,Creepy Nuts
他人 に 期待 を し ない の が 今 の 俺 の 強み,のびしろ,Creepy Nuts
手負い でも 進める 距離 なら 行く ぜ 騙し 騙し,のびしろ,Creepy Nuts
身の程 を 知る ほど に,のびしろ,Creepy Nuts
胸 を 張り いつも 通り,のびしろ,Creepy Nuts
でも 時に したっ て 良い 背伸び,のびしろ,Creepy Nuts
やっと 「 大人気 ない 」 が 出来る 年,のびしろ,Creepy Nuts
小さな 枠組み ただ の 数字,のびしろ,Creepy Nuts
縛ら れ ず に でも 腹 くくり,のびしろ,Creepy Nuts
あの 日 の 俺 が 立ち止まる,のびしろ,Creepy Nuts
ほど に デカ く そびえ立つ,のびしろ,Creepy Nuts
隅田川 に かかる,のびしろ,Creepy Nuts
勝鬨橋 を 渡る,のびしろ,Creepy Nuts
重なる スカイ ツリー,のびしろ,Creepy Nuts
東京 タワー と 真ん中 の 頼り ない 背中,のびしろ,Creepy Nuts
サボり 方 とか 甘え 方 とか 逃げ 方 とか 言い訳 の し 方 とか,のびしろ,Creepy Nuts
やっと 覚え て 来 た 身 に つけ て 来 た 柔らかい 頭,のびしろ,Creepy Nuts
カッコ の つけ 方 調子 の こき 方 腹 の 据え 方 良い 年 の こき 方,のびしろ,Creepy Nuts
脂 乗り に 乗っ た 濁っ た 目 し た だらし ない 身体,のびしろ,Creepy Nuts
嫌わ れ 方 や 慕わ れ 方 や 叱り 方 とか 綺麗 な ぶつかり 方,のびしろ,Creepy Nuts
覚え たい 事 が 山 の よう に ある … の びしろしか 無い わ,のびしろ,Creepy Nuts
俺 ら まだ の びしろしかないわ,のびしろ,Creepy Nuts
苦手 だ とか 怖い とか 気づか なけれ ば,かつて天才だった俺たちへ,Creepy Nuts
俺 だって ボール と 友達 に なれ た,かつて天才だった俺たちへ,Creepy Nuts
頭 が 悪い とか 思わ なけりゃ,かつて天才だった俺たちへ,Creepy Nuts
きっと フェルマー の 定理 すら 解け た,かつて天才だった俺たちへ,Creepy Nuts
すれ違っ た マサヤ に 笑わ れ なけりゃ,かつて天才だった俺たちへ,Creepy Nuts
ずっと コマ つき の チャリ を こい で た,かつて天才だった俺たちへ,Creepy Nuts
力 が 弱い とか 鈍 臭い とか 知ら なきゃ,かつて天才だった俺たちへ,Creepy Nuts
俺 が 地球 を 守っ て た,かつて天才だった俺たちへ,Creepy Nuts
破り 捨て た あの 落書き や,かつて天才だった俺たちへ,Creepy Nuts
似合わ ない と 言わ れ た 髪型,かつて天才だった俺たちへ,Creepy Nuts
うろ覚え の 下手くそ な 歌 が,かつて天才だった俺たちへ,Creepy Nuts
世界 を 変え た かも …,かつて天才だった俺たちへ,Creepy Nuts
かつて 天才 だっ た 俺 たち へ,かつて天才だった俺たちへ,Creepy Nuts
神童 だっ た 貴方 へ,かつて天才だった俺たちへ,Creepy Nuts
似 た よう な 形 に 整え られ て,かつて天才だった俺たちへ,Creepy Nuts
見る 影 も 無い,かつて天才だった俺たちへ,Creepy Nuts
いまだ かつて,かつて天才だった俺たちへ,Creepy Nuts
ない ほど 入り組ん だ way,かつて天才だった俺たちへ,Creepy Nuts
悩め る だけ 悩め,かつて天才だった俺たちへ,Creepy Nuts
時 が 来 たら か ませ,かつて天才だった俺たちへ,Creepy Nuts
風 まかせ,かつて天才だった俺たちへ,Creepy Nuts
どっちみち いばら の way,かつて天才だった俺たちへ,Creepy Nuts
俺 ら は 大器晩成,かつて天才だった俺たちへ,Creepy Nuts
時 が 来 たら か ませ,かつて天才だった俺たちへ,Creepy Nuts
I wanna be a 勝者,かつて天才だった俺たちへ,Creepy Nuts
I wanna be a 強者,かつて天才だった俺たちへ,Creepy Nuts
まだ 見 ぬ 高み へ 駆け込み 乗車,かつて天才だった俺たちへ,Creepy Nuts
花火 の よう な,かつて天才だった俺たちへ,Creepy Nuts
運命 だろ う が,かつて天才だった俺たちへ,Creepy Nuts
我が身 果てる まで やり きれ そう ya,かつて天才だった俺たちへ,Creepy Nuts
生まれ て この方,かつて天才だった俺たちへ,Creepy Nuts
一体 いくつ 分岐 点 を 見過ごし て 来 た ん だろ う か ？,かつて天才だった俺たちへ,Creepy Nuts
墓場 に 入る まで,かつて天才だった俺たちへ,Creepy Nuts
後 一体 いくつ 可能 性 の 芽 を 摘ん で しまう だろ う か ？,かつて天才だった俺たちへ,Creepy Nuts
稀代 の うつけ 者 or 天下 人,かつて天才だった俺たちへ,Creepy Nuts
or 今 まだ 醜い アヒル の 子,かつて天才だった俺たちへ,Creepy Nuts
ほら どうぞ ご 指導 ご 鞭撻 の 程,かつて天才だった俺たちへ,Creepy Nuts
渡る 世間 の 洗礼 を 浴びる とこ,かつて天才だった俺たちへ,Creepy Nuts
俺 は キャンパス かなり 薄 汚れ た,かつて天才だった俺たちへ,Creepy Nuts
だけど ワンチャンス まだ 余白 は ある さ,かつて天才だった俺たちへ,Creepy Nuts
ちゃっかり 目立っ たり 劣っ たり,かつて天才だった俺たちへ,Creepy Nuts
この 隔たり よ 永遠 に,かつて天才だった俺たちへ,Creepy Nuts
かつて 天才 だっ た 俺 たち へ,かつて天才だった俺たちへ,Creepy Nuts
神童 だっ た 貴方 へ,かつて天才だった俺たちへ,Creepy Nuts
何 に だって なれ た another way,かつて天才だった俺たちへ,Creepy Nuts
まだ 諦め ちゃ い ない,かつて天才だった俺たちへ,Creepy Nuts
いまだ かつて,かつて天才だった俺たちへ,Creepy Nuts
ない ほど 入り組ん だ way,かつて天才だった俺たちへ,Creepy Nuts
悩め る だけ 悩め,かつて天才だった俺たちへ,Creepy Nuts
時 が 来 たら か ませ,かつて天才だった俺たちへ,Creepy Nuts
風 まかせ,かつて天才だった俺たちへ,Creepy Nuts
まぁ どっちみち いばら の way,かつて天才だった俺たちへ,Creepy Nuts
俺 ら は 大器晩成,かつて天才だった俺たちへ,Creepy Nuts
時 が 来 たら か ませ,かつて天才だった俺たちへ,Creepy Nuts
I wanna be a 勝者,かつて天才だった俺たちへ,Creepy Nuts
I wanna be a 強者,かつて天才だった俺たちへ,Creepy Nuts
まだ 見 ぬ 高み へ 駆け込み 乗車,かつて天才だった俺たちへ,Creepy Nuts
花火 の よう な,かつて天才だった俺たちへ,Creepy Nuts
運命 だろ う が,かつて天才だった俺たちへ,Creepy Nuts
我が身 果てる まで やり きれ そう ya,かつて天才だった俺たちへ,Creepy Nuts
お前 は 未だに 広がり 続ける 銀河,かつて天才だった俺たちへ,Creepy Nuts
孫 の 代 まで ずっと フレッシュマン,かつて天才だった俺たちへ,Creepy Nuts
粗 探し が 得意 な お 国柄,かつて天才だった俺たちへ,Creepy Nuts
シカト で かま そう ぜ 金輪際,かつて天才だった俺たちへ,Creepy Nuts
俺 も 未だに 広がり 続ける 銀河,かつて天才だった俺たちへ,Creepy Nuts
今際 の 際 まで ずっと フレッシュマン,かつて天才だった俺たちへ,Creepy Nuts
くたばり 損ね て 冥土 から come back,かつて天才だった俺たちへ,Creepy Nuts
草葉の陰 から ゴンフィンガー,かつて天才だった俺たちへ,Creepy Nuts
無傷 の まま じゃ 居 られ ない,かつて天才だった俺たちへ,Creepy Nuts
変わり 続け て く 多面体,かつて天才だった俺たちへ,Creepy Nuts
その 物差し じゃ 測れ ない 測ら せる 気 も 無い,かつて天才だった俺たちへ,Creepy Nuts
かつて 天才 だっ た 俺 たち へ,かつて天才だった俺たちへ,Creepy Nuts
神童 だっ た 貴方 へ,かつて天才だった俺たちへ,Creepy Nuts
まだ 見 ぬ 明日 へ 羽ばたけ 行く ぜ 12345,かつて天才だった俺たちへ,Creepy Nuts
いまだ かつて,かつて天才だった俺たちへ,Creepy Nuts
ない ほど 入り組ん だ way,かつて天才だった俺たちへ,Creepy Nuts
悩め る だけ 悩め,かつて天才だった俺たちへ,Creepy Nuts
時 が 来 たら か ませ,かつて天才だった俺たちへ,Creepy Nuts
風 まかせ,かつて天才だった俺たちへ,Creepy Nuts
どっちみち いばら の way,かつて天才だった俺たちへ,Creepy Nuts
俺 ら は 大器晩成,かつて天才だった俺たちへ,Creepy Nuts
時 が 来 たら か ませ,かつて天才だった俺たちへ,Creepy Nuts
あの 日 林檎 の 木の下 共犯 で,堕天,Creepy Nuts
踏み越え て み た 境界 線,堕天,Creepy Nuts
すぐ に black out 「 あ 、 お 怒り で … 」,堕天,Creepy Nuts
追い立て られ て こんな 次元 へ,堕天,Creepy Nuts
俺 と し た 事 が …,堕天,Creepy Nuts
俺 如き で すら …,堕天,Creepy Nuts
俺 に 限っ て いや 、 まさか ね …,堕天,Creepy Nuts
君 の せい に し た,堕天,Creepy Nuts
秘密 を 手 に し た,堕天,Creepy Nuts
イチジク の 葉 が 右左,堕天,Creepy Nuts
あっという間 目 が 醒める,堕天,Creepy Nuts
か と 思え ば 空 に 落ち て 行く,堕天,Creepy Nuts
なんと いう か やめ られ ぬ,堕天,Creepy Nuts
もう ひと 齧り … again,堕天,Creepy Nuts
fallin ' falling,堕天,Creepy Nuts
螺旋 状 に 堕ち て ゆく 摩天楼 に,堕天,Creepy Nuts
今 fallin ' falling,堕天,Creepy Nuts
二 人 ぼっ ち 気づか ない,堕天,Creepy Nuts
カーテンコール に も,堕天,Creepy Nuts
( yeah yeah yeah yeah yeah ),堕天,Creepy Nuts
どこ まで も,堕天,Creepy Nuts
( yeah yeah yeah yeah yeah ),堕天,Creepy Nuts
この 身 任せ て,堕天,Creepy Nuts
いつの間に 傷 が 埋まっ て く yeah …,堕天,Creepy Nuts
そこ じゃ 何 から 何 まで ごった煮 で,堕天,Creepy Nuts
鬼 も 仏 も おんなじ 目,堕天,Creepy Nuts
全て shut out どうか し てる ？,堕天,Creepy Nuts
俺 ら ハナ から 大 真面目,堕天,Creepy Nuts
ふりほどい て 来 た,堕天,Creepy Nuts
うし ろ 指 で すら,堕天,Creepy Nuts
むしろ 追い風 さ まだ 足ん ねぇ,堕天,Creepy Nuts
蛇 に 睨ま れ た,堕天,Creepy Nuts
歴史 の 徒花,堕天,Creepy Nuts
エデン に は まだ 「 空 室 あり 」,堕天,Creepy Nuts
あっという間 染め られる,堕天,Creepy Nuts
か と 思え ば 熱 が 醒め て いく,堕天,Creepy Nuts
ちょっと 待っ て その 前 に,堕天,Creepy Nuts
もう ひと 雫 … again,堕天,Creepy Nuts
fallin ' falling,堕天,Creepy Nuts
螺旋 状 に 堕ち て ゆく 摩天楼 に,堕天,Creepy Nuts
今 fallin ' falling,堕天,Creepy Nuts
二 人 ぼっ ち 気づか ない,堕天,Creepy Nuts
カーテンコール に も,堕天,Creepy Nuts
( yeah yeah yeah yeah yeah ),堕天,Creepy Nuts
どこ まで も,堕天,Creepy Nuts
( yeah yeah yeah yeah yeah ),堕天,Creepy Nuts
この 身 任せ て,堕天,Creepy Nuts
いつの間に 傷 が 埋まっ て く yeah …,堕天,Creepy Nuts
